instance_id,split,num_nodes,edge_prob,num_edges,start,goal,shortest_path,shortest_path_length,graph_json,graph_text
train_n10_p03_00230,train,10,0.3,33,7,9,"[7, 4, 9]",3,"{""0"": [2], ""1"": [0, 3, 4, 5, 7, 8], ""2"": [0, 1, 4, 5, 6, 7, 8], ""3"": [8, 9], ""4"": [1, 5, 6, 8, 9], ""5"": [0, 1, 8], ""6"": [0, 5, 9], ""7"": [2, 4, 5], ""8"": [0, 2], ""9"": [6]}","0: [2]
1: [0, 3, 4, 5, 7, 8]
2: [0, 1, 4, 5, 6, 7, 8]
3: [8, 9]
4: [1, 5, 6, 8, 9]
5: [0, 1, 8]
6: [0, 5, 9]
7: [2, 4, 5]
8: [0, 2]
9: [6]"
train_n10_p03_00231,train,10,0.3,30,2,0,"[2, 3, 6, 0]",4,"{""0"": [1, 2, 5, 6, 8, 9], ""1"": [2, 3, 4, 5, 8], ""2"": [3, 4, 8], ""3"": [2, 4, 6], ""4"": [2, 3, 6], ""5"": [0], ""6"": [0, 4, 5, 7, 9], ""7"": [], ""8"": [1, 5], ""9"": [0, 8]}","0: [1, 2, 5, 6, 8, 9]
1: [2, 3, 4, 5, 8]
2: [3, 4, 8]
3: [2, 4, 6]
4: [2, 3, 6]
5: [0]
6: [0, 4, 5, 7, 9]
7: []
8: [1, 5]
9: [0, 8]"
train_n10_p03_00232,train,10,0.3,26,7,1,"[7, 8, 1]",3,"{""0"": [7, 8], ""1"": [0, 4, 9], ""2"": [3, 6], ""3"": [4, 7, 8], ""4"": [3, 7], ""5"": [0, 3, 6, 8], ""6"": [1, 4], ""7"": [8], ""8"": [1, 2, 5, 6], ""9"": [3, 4, 8]}","0: [7, 8]
1: [0, 4, 9]
2: [3, 6]
3: [4, 7, 8]
4: [3, 7]
5: [0, 3, 6, 8]
6: [1, 4]
7: [8]
8: [1, 2, 5, 6]
9: [3, 4, 8]"
train_n10_p03_00233,train,10,0.3,29,6,7,"[6, 7]",2,"{""0"": [6, 8], ""1"": [3], ""2"": [3, 4, 9], ""3"": [1, 2, 5, 6, 9], ""4"": [1, 3, 5, 9], ""5"": [8], ""6"": [1, 2, 3, 7], ""7"": [0, 4, 5, 6], ""8"": [0, 5, 7], ""9"": [5, 8]}","0: [6, 8]
1: [3]
2: [3, 4, 9]
3: [1, 2, 5, 6, 9]
4: [1, 3, 5, 9]
5: [8]
6: [1, 2, 3, 7]
7: [0, 4, 5, 6]
8: [0, 5, 7]
9: [5, 8]"
train_n10_p03_00234,train,10,0.3,29,9,0,"[9, 0]",2,"{""0"": [2, 3, 4, 9], ""1"": [2, 5, 6, 8, 9], ""2"": [0, 1], ""3"": [9], ""4"": [0, 1, 2, 6], ""5"": [2, 4, 7], ""6"": [3, 4], ""7"": [0, 5], ""8"": [6, 9], ""9"": [0, 1, 5, 8]}","0: [2, 3, 4, 9]
1: [2, 5, 6, 8, 9]
2: [0, 1]
3: [9]
4: [0, 1, 2, 6]
5: [2, 4, 7]
6: [3, 4]
7: [0, 5]
8: [6, 9]
9: [0, 1, 5, 8]"
train_n10_p03_00235,train,10,0.3,28,2,4,"[2, 4]",2,"{""0"": [1, 2, 3, 4], ""1"": [0, 4, 5, 9], ""2"": [4], ""3"": [5, 7, 8], ""4"": [], ""5"": [6, 8], ""6"": [0, 1, 4, 7], ""7"": [3], ""8"": [0, 4, 6, 9], ""9"": [2, 3, 5, 6, 8]}","0: [1, 2, 3, 4]
1: [0, 4, 5, 9]
2: [4]
3: [5, 7, 8]
4: []
5: [6, 8]
6: [0, 1, 4, 7]
7: [3]
8: [0, 4, 6, 9]
9: [2, 3, 5, 6, 8]"
train_n10_p03_00236,train,10,0.3,20,3,1,"[3, 7, 1]",3,"{""0"": [2, 6], ""1"": [9], ""2"": [], ""3"": [0, 7, 9], ""4"": [0, 1], ""5"": [1, 2, 3, 4], ""6"": [], ""7"": [1], ""8"": [1, 4, 7, 9], ""9"": [1, 4, 7]}","0: [2, 6]
1: [9]
2: []
3: [0, 7, 9]
4: [0, 1]
5: [1, 2, 3, 4]
6: []
7: [1]
8: [1, 4, 7, 9]
9: [1, 4, 7]"
train_n10_p03_00237,train,10,0.3,31,6,3,"[6, 3]",2,"{""0"": [1, 2, 9], ""1"": [2, 3, 5, 6, 7, 9], ""2"": [6], ""3"": [1, 2, 5, 6], ""4"": [2, 8], ""5"": [3, 7, 8], ""6"": [2, 3, 8, 9], ""7"": [0, 5, 6], ""8"": [0, 2, 5, 7], ""9"": [1]}","0: [1, 2, 9]
1: [2, 3, 5, 6, 7, 9]
2: [6]
3: [1, 2, 5, 6]
4: [2, 8]
5: [3, 7, 8]
6: [2, 3, 8, 9]
7: [0, 5, 6]
8: [0, 2, 5, 7]
9: [1]"
train_n10_p03_00238,train,10,0.3,22,7,4,"[7, 4]",2,"{""0"": [7], ""1"": [], ""2"": [3, 4], ""3"": [1, 2, 5, 7, 8], ""4"": [2, 3, 5, 9], ""5"": [2, 3], ""6"": [], ""7"": [0, 4, 6], ""8"": [3, 7], ""9"": [0, 3, 8]}","0: [7]
1: []
2: [3, 4]
3: [1, 2, 5, 7, 8]
4: [2, 3, 5, 9]
5: [2, 3]
6: []
7: [0, 4, 6]
8: [3, 7]
9: [0, 3, 8]"
train_n10_p03_00239,train,10,0.3,29,6,4,"[6, 4]",2,"{""0"": [7, 9], ""1"": [3, 8, 9], ""2"": [0, 5, 8], ""3"": [5, 6], ""4"": [1, 6], ""5"": [0, 2, 3, 6, 9], ""6"": [0, 1, 4, 9], ""7"": [0, 1, 2, 9], ""8"": [1], ""9"": [3, 5, 6]}","0: [7, 9]
1: [3, 8, 9]
2: [0, 5, 8]
3: [5, 6]
4: [1, 6]
5: [0, 2, 3, 6, 9]
6: [0, 1, 4, 9]
7: [0, 1, 2, 9]
8: [1]
9: [3, 5, 6]"
train_n10_p03_00240,train,10,0.3,29,9,0,"[9, 0]",2,"{""0"": [6], ""1"": [0, 3, 8], ""2"": [3, 8], ""3"": [0, 1, 4, 8, 9], ""4"": [0, 1, 2, 6], ""5"": [3, 4, 8], ""6"": [7], ""7"": [1, 3, 4, 9], ""8"": [0, 7, 9], ""9"": [0, 1, 3]}","0: [6]
1: [0, 3, 8]
2: [3, 8]
3: [0, 1, 4, 8, 9]
4: [0, 1, 2, 6]
5: [3, 4, 8]
6: [7]
7: [1, 3, 4, 9]
8: [0, 7, 9]
9: [0, 1, 3]"
train_n10_p03_00241,train,10,0.3,29,3,9,"[3, 0, 9]",3,"{""0"": [2, 5, 9], ""1"": [2, 4, 6, 9], ""2"": [1, 5, 8], ""3"": [0, 2, 4, 7], ""4"": [2, 3, 8], ""5"": [3, 6], ""6"": [1, 8], ""7"": [5], ""8"": [1, 2, 4], ""9"": [2, 3, 7, 8]}","0: [2, 5, 9]
1: [2, 4, 6, 9]
2: [1, 5, 8]
3: [0, 2, 4, 7]
4: [2, 3, 8]
5: [3, 6]
6: [1, 8]
7: [5]
8: [1, 2, 4]
9: [2, 3, 7, 8]"
train_n10_p03_00242,train,10,0.3,26,1,2,"[1, 3, 2]",3,"{""0"": [6], ""1"": [3, 4, 6], ""2"": [1], ""3"": [2, 6, 8, 9], ""4"": [1, 6], ""5"": [1, 2, 4, 9], ""6"": [0, 3], ""7"": [0, 1, 9], ""8"": [0, 1, 6, 7, 9], ""9"": [1]}","0: [6]
1: [3, 4, 6]
2: [1]
3: [2, 6, 8, 9]
4: [1, 6]
5: [1, 2, 4, 9]
6: [0, 3]
7: [0, 1, 9]
8: [0, 1, 6, 7, 9]
9: [1]"
train_n10_p03_00243,train,10,0.3,26,2,8,"[2, 1, 8]",3,"{""0"": [6, 7, 8], ""1"": [6, 8, 9], ""2"": [1, 7], ""3"": [2], ""4"": [1, 3, 8, 9], ""5"": [1, 2, 6, 7], ""6"": [4, 5, 7], ""7"": [4, 6, 8], ""8"": [0, 5], ""9"": [8]}","0: [6, 7, 8]
1: [6, 8, 9]
2: [1, 7]
3: [2]
4: [1, 3, 8, 9]
5: [1, 2, 6, 7]
6: [4, 5, 7]
7: [4, 6, 8]
8: [0, 5]
9: [8]"
train_n10_p03_00244,train,10,0.3,26,2,0,"[2, 3, 0]",3,"{""0"": [2, 3, 4], ""1"": [2, 4, 5, 9], ""2"": [1, 3, 7, 8], ""3"": [0, 1, 2, 5, 8], ""4"": [0, 2], ""5"": [2, 8, 9], ""6"": [8], ""7"": [3], ""8"": [9], ""9"": [3, 8]}","0: [2, 3, 4]
1: [2, 4, 5, 9]
2: [1, 3, 7, 8]
3: [0, 1, 2, 5, 8]
4: [0, 2]
5: [2, 8, 9]
6: [8]
7: [3]
8: [9]
9: [3, 8]"
train_n10_p03_00245,train,10,0.3,26,7,9,"[7, 2, 0, 4, 9]",5,"{""0"": [2, 4, 6], ""1"": [0, 5, 7, 9], ""2"": [0, 7], ""3"": [1, 7, 8], ""4"": [2, 3, 5, 6, 9], ""5"": [3, 8], ""6"": [5, 7], ""7"": [2], ""8"": [2], ""9"": [0, 3, 4]}","0: [2, 4, 6]
1: [0, 5, 7, 9]
2: [0, 7]
3: [1, 7, 8]
4: [2, 3, 5, 6, 9]
5: [3, 8]
6: [5, 7]
7: [2]
8: [2]
9: [0, 3, 4]"
train_n10_p03_00246,train,10,0.3,35,0,3,"[0, 1, 5, 3]",4,"{""0"": [1, 4], ""1"": [4, 5, 8], ""2"": [0, 4, 6, 7, 9], ""3"": [1, 4, 5, 6], ""4"": [0, 5, 7, 8], ""5"": [3, 7, 8], ""6"": [5, 7], ""7"": [0, 1, 4, 6, 8], ""8"": [0, 1, 5, 6], ""9"": [1, 5, 7]}","0: [1, 4]
1: [4, 5, 8]
2: [0, 4, 6, 7, 9]
3: [1, 4, 5, 6]
4: [0, 5, 7, 8]
5: [3, 7, 8]
6: [5, 7]
7: [0, 1, 4, 6, 8]
8: [0, 1, 5, 6]
9: [1, 5, 7]"
train_n10_p03_00247,train,10,0.3,15,1,3,"[1, 9, 3]",3,"{""0"": [], ""1"": [9], ""2"": [5], ""3"": [2], ""4"": [1, 5], ""5"": [6], ""6"": [0, 2], ""7"": [0, 2, 3], ""8"": [1, 4, 9], ""9"": [3]}","0: []
1: [9]
2: [5]
3: [2]
4: [1, 5]
5: [6]
6: [0, 2]
7: [0, 2, 3]
8: [1, 4, 9]
9: [3]"
train_n10_p03_00248,train,10,0.3,27,9,3,"[9, 5, 3]",3,"{""0"": [1, 4], ""1"": [2, 4, 7, 9], ""2"": [1, 3, 4, 5, 7], ""3"": [0, 1, 9], ""4"": [1, 2, 6, 7], ""5"": [0, 3, 8], ""6"": [2, 8], ""7"": [], ""8"": [5, 9], ""9"": [4, 5]}","0: [1, 4]
1: [2, 4, 7, 9]
2: [1, 3, 4, 5, 7]
3: [0, 1, 9]
4: [1, 2, 6, 7]
5: [0, 3, 8]
6: [2, 8]
7: []
8: [5, 9]
9: [4, 5]"
train_n10_p03_00249,train,10,0.3,24,1,8,"[1, 4, 5, 0, 8]",5,"{""0"": [7, 8], ""1"": [4, 7], ""2"": [0, 4, 5, 6, 7], ""3"": [0, 4, 7, 8], ""4"": [1, 5], ""5"": [0, 3], ""6"": [4, 8], ""7"": [], ""8"": [0, 3, 4], ""9"": [3, 8]}","0: [7, 8]
1: [4, 7]
2: [0, 4, 5, 6, 7]
3: [0, 4, 7, 8]
4: [1, 5]
5: [0, 3]
6: [4, 8]
7: []
8: [0, 3, 4]
9: [3, 8]"
train_n10_p03_00250,train,10,0.3,35,2,4,"[2, 4]",2,"{""0"": [2, 5, 6, 9], ""1"": [8], ""2"": [0, 4, 5], ""3"": [5, 6, 9], ""4"": [3, 6, 7, 8], ""5"": [1, 2, 3, 6, 7], ""6"": [1, 4, 7, 8, 9], ""7"": [0, 6], ""8"": [3, 4, 7], ""9"": [0, 1, 2, 3, 8]}","0: [2, 5, 6, 9]
1: [8]
2: [0, 4, 5]
3: [5, 6, 9]
4: [3, 6, 7, 8]
5: [1, 2, 3, 6, 7]
6: [1, 4, 7, 8, 9]
7: [0, 6]
8: [3, 4, 7]
9: [0, 1, 2, 3, 8]"
train_n10_p03_00251,train,10,0.3,27,1,0,"[1, 7, 0]",3,"{""0"": [3, 4, 8, 9], ""1"": [7], ""2"": [3, 7, 9], ""3"": [], ""4"": [0, 1, 3, 8], ""5"": [1, 4], ""6"": [3, 4, 9], ""7"": [0, 1, 2], ""8"": [1, 2, 5, 7], ""9"": [2, 3, 7]}","0: [3, 4, 8, 9]
1: [7]
2: [3, 7, 9]
3: []
4: [0, 1, 3, 8]
5: [1, 4]
6: [3, 4, 9]
7: [0, 1, 2]
8: [1, 2, 5, 7]
9: [2, 3, 7]"
train_n10_p03_00252,train,10,0.3,30,4,9,"[4, 9]",2,"{""0"": [2], ""1"": [], ""2"": [0], ""3"": [1, 2, 5, 9], ""4"": [5, 7, 9], ""5"": [0, 1, 2, 4, 6, 7], ""6"": [1, 3], ""7"": [0, 4, 6, 8, 9], ""8"": [6, 7], ""9"": [0, 1, 2, 4, 5, 6]}","0: [2]
1: []
2: [0]
3: [1, 2, 5, 9]
4: [5, 7, 9]
5: [0, 1, 2, 4, 6, 7]
6: [1, 3]
7: [0, 4, 6, 8, 9]
8: [6, 7]
9: [0, 1, 2, 4, 5, 6]"
train_n10_p03_00253,train,10,0.3,31,1,7,"[1, 3, 5, 2, 7]",5,"{""0"": [2, 4], ""1"": [3, 8, 9], ""2"": [1, 4, 5, 6, 7, 9], ""3"": [5, 6, 9], ""4"": [5, 8], ""5"": [1, 2, 3, 9], ""6"": [8], ""7"": [1, 4, 9], ""8"": [0, 1, 6], ""9"": [1, 3, 5, 6]}","0: [2, 4]
1: [3, 8, 9]
2: [1, 4, 5, 6, 7, 9]
3: [5, 6, 9]
4: [5, 8]
5: [1, 2, 3, 9]
6: [8]
7: [1, 4, 9]
8: [0, 1, 6]
9: [1, 3, 5, 6]"
train_n10_p03_00254,train,10,0.3,24,6,4,"[6, 4]",2,"{""0"": [2, 4, 5, 7, 8], ""1"": [5], ""2"": [6], ""3"": [2, 8, 9], ""4"": [3, 7], ""5"": [0, 3], ""6"": [0, 1, 4, 8], ""7"": [0, 5, 8], ""8"": [9], ""9"": [6, 8]}","0: [2, 4, 5, 7, 8]
1: [5]
2: [6]
3: [2, 8, 9]
4: [3, 7]
5: [0, 3]
6: [0, 1, 4, 8]
7: [0, 5, 8]
8: [9]
9: [6, 8]"
train_n10_p03_00255,train,10,0.3,25,8,7,"[8, 3, 6, 4, 7]",5,"{""0"": [1, 2, 4, 5], ""1"": [8], ""2"": [0], ""3"": [6], ""4"": [7], ""5"": [0, 2, 6, 7], ""6"": [1, 2, 3, 4], ""7"": [2, 6, 8, 9], ""8"": [1, 3], ""9"": [1, 6, 7]}","0: [1, 2, 4, 5]
1: [8]
2: [0]
3: [6]
4: [7]
5: [0, 2, 6, 7]
6: [1, 2, 3, 4]
7: [2, 6, 8, 9]
8: [1, 3]
9: [1, 6, 7]"
train_n10_p03_00256,train,10,0.3,25,1,0,"[1, 5, 0]",3,"{""0"": [9], ""1"": [5, 6, 7, 9], ""2"": [0, 9], ""3"": [6, 7], ""4"": [2, 3, 8, 9], ""5"": [0, 9], ""6"": [0, 2, 3, 5, 9], ""7"": [1], ""8"": [3], ""9"": [3, 4, 7]}","0: [9]
1: [5, 6, 7, 9]
2: [0, 9]
3: [6, 7]
4: [2, 3, 8, 9]
5: [0, 9]
6: [0, 2, 3, 5, 9]
7: [1]
8: [3]
9: [3, 4, 7]"
train_n10_p03_00257,train,10,0.3,28,5,4,"[5, 4]",2,"{""0"": [1, 2, 3, 9], ""1"": [5, 8], ""2"": [0, 1], ""3"": [1, 7], ""4"": [0, 3, 5], ""5"": [1, 3, 4, 6, 9], ""6"": [1], ""7"": [2, 3, 4, 9], ""8"": [5], ""9"": [0, 3, 6, 7]}","0: [1, 2, 3, 9]
1: [5, 8]
2: [0, 1]
3: [1, 7]
4: [0, 3, 5]
5: [1, 3, 4, 6, 9]
6: [1]
7: [2, 3, 4, 9]
8: [5]
9: [0, 3, 6, 7]"
train_n10_p03_00258,train,10,0.3,23,1,3,"[1, 3]",2,"{""0"": [2, 5], ""1"": [2, 3, 4, 8], ""2"": [0, 9], ""3"": [2, 5], ""4"": [0, 1, 3, 6], ""5"": [], ""6"": [1, 3], ""7"": [1, 4, 8], ""8"": [2, 6], ""9"": [5, 8]}","0: [2, 5]
1: [2, 3, 4, 8]
2: [0, 9]
3: [2, 5]
4: [0, 1, 3, 6]
5: []
6: [1, 3]
7: [1, 4, 8]
8: [2, 6]
9: [5, 8]"
train_n10_p03_00259,train,10,0.3,28,2,7,"[2, 7]",2,"{""0"": [2, 9], ""1"": [2, 6, 8], ""2"": [5, 6, 7], ""3"": [], ""4"": [3, 8, 9], ""5"": [3, 4, 6], ""6"": [2, 5, 8, 9], ""7"": [1, 3, 8], ""8"": [3, 4, 5, 7], ""9"": [1, 5, 8]}","0: [2, 9]
1: [2, 6, 8]
2: [5, 6, 7]
3: []
4: [3, 8, 9]
5: [3, 4, 6]
6: [2, 5, 8, 9]
7: [1, 3, 8]
8: [3, 4, 5, 7]
9: [1, 5, 8]"
train_n10_p03_00260,train,10,0.3,24,7,4,"[7, 1, 0, 4]",4,"{""0"": [4, 6], ""1"": [0, 2], ""2"": [1, 3, 8], ""3"": [1, 6], ""4"": [1, 3, 9], ""5"": [6, 9], ""6"": [0, 9], ""7"": [1, 3], ""8"": [0, 4, 5, 6], ""9"": [3, 4]}","0: [4, 6]
1: [0, 2]
2: [1, 3, 8]
3: [1, 6]
4: [1, 3, 9]
5: [6, 9]
6: [0, 9]
7: [1, 3]
8: [0, 4, 5, 6]
9: [3, 4]"
train_n10_p03_00261,train,10,0.3,25,9,6,"[9, 4, 6]",3,"{""0"": [7, 8], ""1"": [4, 7], ""2"": [1, 4], ""3"": [0, 4, 6, 7, 8], ""4"": [1, 3, 6], ""5"": [0, 6], ""6"": [1], ""7"": [0, 1, 6, 9], ""8"": [7], ""9"": [4, 7, 8]}","0: [7, 8]
1: [4, 7]
2: [1, 4]
3: [0, 4, 6, 7, 8]
4: [1, 3, 6]
5: [0, 6]
6: [1]
7: [0, 1, 6, 9]
8: [7]
9: [4, 7, 8]"
train_n10_p03_00262,train,10,0.3,28,5,6,"[5, 0, 9, 3, 6]",5,"{""0"": [2, 9], ""1"": [2, 4, 9], ""2"": [1, 5, 8, 9], ""3"": [4, 5, 6], ""4"": [6, 8, 9], ""5"": [0, 2, 8], ""6"": [0, 5], ""7"": [1, 2, 6], ""8"": [0, 5], ""9"": [0, 2, 3]}","0: [2, 9]
1: [2, 4, 9]
2: [1, 5, 8, 9]
3: [4, 5, 6]
4: [6, 8, 9]
5: [0, 2, 8]
6: [0, 5]
7: [1, 2, 6]
8: [0, 5]
9: [0, 2, 3]"
train_n10_p03_00263,train,10,0.3,34,5,1,"[5, 1]",2,"{""0"": [1, 4], ""1"": [4, 6, 8], ""2"": [1, 9], ""3"": [1, 4, 6, 8], ""4"": [2, 7, 9], ""5"": [0, 1, 2, 3, 4, 8], ""6"": [4, 7], ""7"": [0, 2, 3, 4, 6], ""8"": [1, 2, 3, 4], ""9"": [1, 2, 6]}","0: [1, 4]
1: [4, 6, 8]
2: [1, 9]
3: [1, 4, 6, 8]
4: [2, 7, 9]
5: [0, 1, 2, 3, 4, 8]
6: [4, 7]
7: [0, 2, 3, 4, 6]
8: [1, 2, 3, 4]
9: [1, 2, 6]"
train_n10_p03_00264,train,10,0.3,26,5,6,"[5, 4, 6]",3,"{""0"": [3, 5], ""1"": [0, 3, 4, 6], ""2"": [4, 5, 6, 8, 9], ""3"": [], ""4"": [5, 6, 9], ""5"": [4, 7], ""6"": [0, 9], ""7"": [0, 1, 3, 4, 8], ""8"": [1], ""9"": [4, 8]}","0: [3, 5]
1: [0, 3, 4, 6]
2: [4, 5, 6, 8, 9]
3: []
4: [5, 6, 9]
5: [4, 7]
6: [0, 9]
7: [0, 1, 3, 4, 8]
8: [1]
9: [4, 8]"
train_n10_p03_00265,train,10,0.3,25,4,6,"[4, 3, 7, 6]",4,"{""0"": [], ""1"": [6, 9], ""2"": [0, 1, 4, 5, 7, 8], ""3"": [0, 5, 7], ""4"": [3, 8], ""5"": [0, 1, 4, 9], ""6"": [0, 1, 4], ""7"": [6], ""8"": [0, 3], ""9"": [2, 6]}","0: []
1: [6, 9]
2: [0, 1, 4, 5, 7, 8]
3: [0, 5, 7]
4: [3, 8]
5: [0, 1, 4, 9]
6: [0, 1, 4]
7: [6]
8: [0, 3]
9: [2, 6]"
train_n10_p03_00266,train,10,0.3,31,0,7,"[0, 1, 6, 7]",4,"{""0"": [1, 2, 4], ""1"": [0, 2, 5, 6, 8], ""2"": [3], ""3"": [0, 1, 2], ""4"": [0], ""5"": [3, 6, 8], ""6"": [2, 5, 7, 8], ""7"": [1, 5, 6, 8], ""8"": [0, 2, 9], ""9"": [3, 4, 5, 7]}","0: [1, 2, 4]
1: [0, 2, 5, 6, 8]
2: [3]
3: [0, 1, 2]
4: [0]
5: [3, 6, 8]
6: [2, 5, 7, 8]
7: [1, 5, 6, 8]
8: [0, 2, 9]
9: [3, 4, 5, 7]"
train_n10_p03_00267,train,10,0.3,28,5,4,"[5, 8, 4]",3,"{""0"": [6, 7, 8, 9], ""1"": [7], ""2"": [1, 3, 4, 6, 7, 9], ""3"": [9], ""4"": [0, 3], ""5"": [3, 6, 8], ""6"": [3, 5], ""7"": [2, 4, 6], ""8"": [3, 4, 5, 7], ""9"": [2, 4]}","0: [6, 7, 8, 9]
1: [7]
2: [1, 3, 4, 6, 7, 9]
3: [9]
4: [0, 3]
5: [3, 6, 8]
6: [3, 5]
7: [2, 4, 6]
8: [3, 4, 5, 7]
9: [2, 4]"
train_n10_p03_00268,train,10,0.3,30,1,6,"[1, 0, 2, 6]",4,"{""0"": [2, 7], ""1"": [0], ""2"": [4, 5, 6], ""3"": [0, 1, 2, 4, 5, 6, 8, 9], ""4"": [1, 2, 9], ""5"": [1, 3, 4, 9], ""6"": [4, 9], ""7"": [6], ""8"": [0, 2, 6], ""9"": [0, 3, 5]}","0: [2, 7]
1: [0]
2: [4, 5, 6]
3: [0, 1, 2, 4, 5, 6, 8, 9]
4: [1, 2, 9]
5: [1, 3, 4, 9]
6: [4, 9]
7: [6]
8: [0, 2, 6]
9: [0, 3, 5]"
train_n10_p03_00269,train,10,0.3,19,0,8,"[0, 2, 3, 8]",4,"{""0"": [2, 6, 9], ""1"": [8], ""2"": [3], ""3"": [8], ""4"": [2], ""5"": [3], ""6"": [2, 4, 5], ""7"": [1, 9], ""8"": [2, 6], ""9"": [0, 2, 3, 7]}","0: [2, 6, 9]
1: [8]
2: [3]
3: [8]
4: [2]
5: [3]
6: [2, 4, 5]
7: [1, 9]
8: [2, 6]
9: [0, 2, 3, 7]"
train_n10_p03_00270,train,10,0.3,22,6,0,"[6, 0]",2,"{""0"": [], ""1"": [2, 9], ""2"": [5, 7], ""3"": [4, 5, 8], ""4"": [2, 3, 5], ""5"": [1, 9], ""6"": [0, 4], ""7"": [0, 2], ""8"": [2, 4, 7], ""9"": [0, 1, 8]}","0: []
1: [2, 9]
2: [5, 7]
3: [4, 5, 8]
4: [2, 3, 5]
5: [1, 9]
6: [0, 4]
7: [0, 2]
8: [2, 4, 7]
9: [0, 1, 8]"
train_n10_p03_00271,train,10,0.3,25,8,5,"[8, 5]",2,"{""0"": [2, 4, 6, 7, 8], ""1"": [], ""2"": [0], ""3"": [6, 8], ""4"": [5, 7, 8], ""5"": [1, 6], ""6"": [1, 3, 8], ""7"": [0, 4], ""8"": [2, 5, 6, 7], ""9"": [1, 5, 8]}","0: [2, 4, 6, 7, 8]
1: []
2: [0]
3: [6, 8]
4: [5, 7, 8]
5: [1, 6]
6: [1, 3, 8]
7: [0, 4]
8: [2, 5, 6, 7]
9: [1, 5, 8]"
train_n10_p03_00272,train,10,0.3,25,7,0,"[7, 0]",2,"{""0"": [2, 4], ""1"": [], ""2"": [8], ""3"": [1, 4, 8], ""4"": [1, 2, 3, 8], ""5"": [2, 3, 6, 8], ""6"": [0, 2, 9], ""7"": [0, 4], ""8"": [1, 2, 5, 6], ""9"": [5, 8]}","0: [2, 4]
1: []
2: [8]
3: [1, 4, 8]
4: [1, 2, 3, 8]
5: [2, 3, 6, 8]
6: [0, 2, 9]
7: [0, 4]
8: [1, 2, 5, 6]
9: [5, 8]"
train_n10_p03_00273,train,10,0.3,20,4,8,"[4, 8]",2,"{""0"": [4, 5], ""1"": [5], ""2"": [5, 6, 9], ""3"": [1, 4, 5, 9], ""4"": [8, 9], ""5"": [2], ""6"": [3, 4, 7], ""7"": [2, 5], ""8"": [6], ""9"": [0]}","0: [4, 5]
1: [5]
2: [5, 6, 9]
3: [1, 4, 5, 9]
4: [8, 9]
5: [2]
6: [3, 4, 7]
7: [2, 5]
8: [6]
9: [0]"
train_n10_p03_00274,train,10,0.3,29,4,7,"[4, 2, 7]",3,"{""0"": [3], ""1"": [0, 8], ""2"": [4, 7], ""3"": [0, 7], ""4"": [1, 2, 3, 5, 8, 9], ""5"": [1, 2, 6, 8], ""6"": [0, 2, 5, 9], ""7"": [3, 5], ""8"": [0, 3, 4], ""9"": [0, 1, 6]}","0: [3]
1: [0, 8]
2: [4, 7]
3: [0, 7]
4: [1, 2, 3, 5, 8, 9]
5: [1, 2, 6, 8]
6: [0, 2, 5, 9]
7: [3, 5]
8: [0, 3, 4]
9: [0, 1, 6]"
train_n10_p03_00275,train,10,0.3,19,1,0,"[1, 6, 9, 0]",4,"{""0"": [1, 5, 6, 9], ""1"": [6], ""2"": [], ""3"": [1, 5, 7], ""4"": [7], ""5"": [0, 2, 6, 9], ""6"": [3, 9], ""7"": [2, 6, 9], ""8"": [], ""9"": [0]}","0: [1, 5, 6, 9]
1: [6]
2: []
3: [1, 5, 7]
4: [7]
5: [0, 2, 6, 9]
6: [3, 9]
7: [2, 6, 9]
8: []
9: [0]"
train_n10_p03_00276,train,10,0.3,31,2,4,"[2, 1, 7, 4]",4,"{""0"": [3, 5], ""1"": [0, 6, 7], ""2"": [1, 3, 6], ""3"": [5, 6], ""4"": [1, 2, 7], ""5"": [0, 2, 4, 6, 9], ""6"": [5], ""7"": [0, 3, 4, 5, 8, 9], ""8"": [0, 2, 3], ""9"": [0, 3, 7]}","0: [3, 5]
1: [0, 6, 7]
2: [1, 3, 6]
3: [5, 6]
4: [1, 2, 7]
5: [0, 2, 4, 6, 9]
6: [5]
7: [0, 3, 4, 5, 8, 9]
8: [0, 2, 3]
9: [0, 3, 7]"
train_n10_p03_00277,train,10,0.3,35,0,8,"[0, 8]",2,"{""0"": [5, 7, 8], ""1"": [0, 2, 6, 7, 8, 9], ""2"": [3, 7], ""3"": [6, 7, 8, 9], ""4"": [1, 2, 6], ""5"": [2, 3, 8, 9], ""6"": [1, 2, 3, 7, 8], ""7"": [3, 4], ""8"": [1, 4, 5, 6], ""9"": [0, 6]}","0: [5, 7, 8]
1: [0, 2, 6, 7, 8, 9]
2: [3, 7]
3: [6, 7, 8, 9]
4: [1, 2, 6]
5: [2, 3, 8, 9]
6: [1, 2, 3, 7, 8]
7: [3, 4]
8: [1, 4, 5, 6]
9: [0, 6]"
