instance_id,split,num_nodes,edge_prob,num_edges,start,goal,shortest_path,shortest_path_length,graph_json,graph_text
train_n15_p025_00078,train,15,0.25,60,7,12,"[7, 12]",2,"{""0"": [3, 5, 10, 11, 13], ""1"": [3, 4, 5, 7], ""2"": [0, 1, 3, 11, 14], ""3"": [9, 11], ""4"": [3], ""5"": [0, 3, 7, 11], ""6"": [2, 4, 11, 12, 13], ""7"": [0, 8, 11, 12], ""8"": [1, 4, 10, 13], ""9"": [8, 13, 14], ""10"": [1, 4, 5, 14], ""11"": [2, 3, 4, 10, 12, 13], ""12"": [2, 8], ""13"": [3, 6, 7, 8, 11], ""14"": [0, 1, 3, 7, 8, 11]}","0: [3, 5, 10, 11, 13]
1: [3, 4, 5, 7]
2: [0, 1, 3, 11, 14]
3: [9, 11]
4: [3]
5: [0, 3, 7, 11]
6: [2, 4, 11, 12, 13]
7: [0, 8, 11, 12]
8: [1, 4, 10, 13]
9: [8, 13, 14]
10: [1, 4, 5, 14]
11: [2, 3, 4, 10, 12, 13]
12: [2, 8]
13: [3, 6, 7, 8, 11]
14: [0, 1, 3, 7, 8, 11]"
train_n10_p03_00140,train,10,0.3,28,3,1,"[3, 1]",2,"{""0"": [2, 3, 7, 8], ""1"": [4, 5], ""2"": [3, 6, 7, 9], ""3"": [1, 8], ""4"": [2, 7], ""5"": [1], ""6"": [0, 2, 8], ""7"": [0, 2, 4, 6, 8], ""8"": [3, 5, 6], ""9"": [4, 5]}","0: [2, 3, 7, 8]
1: [4, 5]
2: [3, 6, 7, 9]
3: [1, 8]
4: [2, 7]
5: [1]
6: [0, 2, 8]
7: [0, 2, 4, 6, 8]
8: [3, 5, 6]
9: [4, 5]"
train_n10_p03_00232,train,10,0.3,23,0,6,"[0, 1, 6]",3,"{""0"": [1, 2, 4], ""1"": [6, 9], ""2"": [7, 8], ""3"": [0, 5, 6, 9], ""4"": [2, 5, 9], ""5"": [3, 6], ""6"": [2, 9], ""7"": [], ""8"": [3, 4, 5], ""9"": [3, 4]}","0: [1, 2, 4]
1: [6, 9]
2: [7, 8]
3: [0, 5, 6, 9]
4: [2, 5, 9]
5: [3, 6]
6: [2, 9]
7: []
8: [3, 4, 5]
9: [3, 4]"
train_n10_p03_00224,train,10,0.3,35,8,5,"[8, 0, 5]",3,"{""0"": [1, 3, 5, 7], ""1"": [5, 9], ""2"": [3, 5, 6], ""3"": [5, 6, 7, 8], ""4"": [0, 5, 6, 7], ""5"": [4, 6, 9], ""6"": [0], ""7"": [0, 2, 4, 9], ""8"": [0, 1, 2, 7], ""9"": [2, 3, 4, 5, 7, 8]}","0: [1, 3, 5, 7]
1: [5, 9]
2: [3, 5, 6]
3: [5, 6, 7, 8]
4: [0, 5, 6, 7]
5: [4, 6, 9]
6: [0]
7: [0, 2, 4, 9]
8: [0, 1, 2, 7]
9: [2, 3, 4, 5, 7, 8]"
train_n10_p03_00497,train,10,0.3,30,8,0,"[8, 0]",2,"{""0"": [3, 4, 6], ""1"": [2, 7], ""2"": [5, 7, 9], ""3"": [1, 4, 6], ""4"": [0, 2, 3, 6], ""5"": [1, 3, 8, 9], ""6"": [1, 3, 4, 5], ""7"": [3, 4, 8], ""8"": [0, 5, 9], ""9"": [5]}","0: [3, 4, 6]
1: [2, 7]
2: [5, 7, 9]
3: [1, 4, 6]
4: [0, 2, 3, 6]
5: [1, 3, 8, 9]
6: [1, 3, 4, 5]
7: [3, 4, 8]
8: [0, 5, 9]
9: [5]"
train_n5_p035_00075,train,5,0.35,11,3,2,"[3, 2]",2,"{""0"": [3], ""1"": [3], ""2"": [0, 1], ""3"": [0, 2, 4], ""4"": [0, 1, 2, 3]}","0: [3]
1: [3]
2: [0, 1]
3: [0, 2, 4]
4: [0, 1, 2, 3]"
train_n15_p025_00258,train,15,0.25,54,5,7,"[5, 3, 10, 7]",4,"{""0"": [4, 6, 8, 9, 11], ""1"": [2, 4, 5, 6, 8, 9, 10, 12, 13], ""2"": [1, 11], ""3"": [0, 4, 10], ""4"": [0, 5], ""5"": [3], ""6"": [0, 7, 11], ""7"": [9, 10, 11, 13], ""8"": [0, 2], ""9"": [7, 8], ""10"": [7, 9, 11, 12, 13], ""11"": [3, 7, 12], ""12"": [6, 11], ""13"": [4, 5, 6, 9, 10, 11, 14], ""14"": [4, 6, 11, 13]}","0: [4, 6, 8, 9, 11]
1: [2, 4, 5, 6, 8, 9, 10, 12, 13]
2: [1, 11]
3: [0, 4, 10]
4: [0, 5]
5: [3]
6: [0, 7, 11]
7: [9, 10, 11, 13]
8: [0, 2]
9: [7, 8]
10: [7, 9, 11, 12, 13]
11: [3, 7, 12]
12: [6, 11]
13: [4, 5, 6, 9, 10, 11, 14]
14: [4, 6, 11, 13]"
train_n20_p02_00204,train,20,0.2,77,15,13,"[15, 13]",2,"{""0"": [1, 8, 17], ""1"": [3, 11, 13, 14, 17, 19], ""2"": [5, 7, 8, 19], ""3"": [4, 8, 16], ""4"": [0, 1, 8, 11, 15, 16, 19], ""5"": [1, 2, 9, 10, 13, 19], ""6"": [1, 7, 14, 17], ""7"": [0, 1, 12], ""8"": [1, 5, 11, 14], ""9"": [5, 6, 7, 11, 19], ""10"": [14, 15, 16], ""11"": [5, 9], ""12"": [4, 11, 19], ""13"": [2, 15, 17], ""14"": [5], ""15"": [3, 7, 9, 13, 18, 19], ""16"": [1, 3, 12], ""17"": [9, 19], ""18"": [2, 11, 15, 17], ""19"": [3, 4, 8, 9, 16]}","0: [1, 8, 17]
1: [3, 11, 13, 14, 17, 19]
2: [5, 7, 8, 19]
3: [4, 8, 16]
4: [0, 1, 8, 11, 15, 16, 19]
5: [1, 2, 9, 10, 13, 19]
6: [1, 7, 14, 17]
7: [0, 1, 12]
8: [1, 5, 11, 14]
9: [5, 6, 7, 11, 19]
10: [14, 15, 16]
11: [5, 9]
12: [4, 11, 19]
13: [2, 15, 17]
14: [5]
15: [3, 7, 9, 13, 18, 19]
16: [1, 3, 12]
17: [9, 19]
18: [2, 11, 15, 17]
19: [3, 4, 8, 9, 16]"
train_n15_p025_00506,train,15,0.25,51,11,4,"[11, 14, 5, 4]",4,"{""0"": [10, 11, 12, 13], ""1"": [3, 7, 9, 12], ""2"": [], ""3"": [0, 2, 6, 9, 10, 12], ""4"": [1, 2, 12, 14], ""5"": [4, 6], ""6"": [4, 7, 9, 10], ""7"": [1, 3], ""8"": [1, 4, 5, 9, 11], ""9"": [1, 2, 4, 8, 13], ""10"": [1, 3, 8, 9], ""11"": [7, 14], ""12"": [2, 5, 10, 14], ""13"": [12], ""14"": [3, 5, 6, 13]}","0: [10, 11, 12, 13]
1: [3, 7, 9, 12]
2: []
3: [0, 2, 6, 9, 10, 12]
4: [1, 2, 12, 14]
5: [4, 6]
6: [4, 7, 9, 10]
7: [1, 3]
8: [1, 4, 5, 9, 11]
9: [1, 2, 4, 8, 13]
10: [1, 3, 8, 9]
11: [7, 14]
12: [2, 5, 10, 14]
13: [12]
14: [3, 5, 6, 13]"
train_n5_p035_00287,train,5,0.35,8,1,3,"[1, 0, 3]",3,"{""0"": [3, 4], ""1"": [0], ""2"": [], ""3"": [0, 1], ""4"": [0, 2, 3]}","0: [3, 4]
1: [0]
2: []
3: [0, 1]
4: [0, 2, 3]"
train_n5_p035_00008,train,5,0.35,7,2,1,"[2, 4, 1]",3,"{""0"": [4], ""1"": [], ""2"": [3, 4], ""3"": [0, 4], ""4"": [1, 3]}","0: [4]
1: []
2: [3, 4]
3: [0, 4]
4: [1, 3]"
train_n20_p02_00599,train,20,0.2,70,1,17,"[1, 0, 12, 17]",4,"{""0"": [5, 6, 12, 15], ""1"": [0, 2, 4, 15], ""2"": [10], ""3"": [2, 4, 5, 12, 13], ""4"": [2, 6, 10], ""5"": [1, 12, 13], ""6"": [4, 5, 18], ""7"": [0, 3, 4, 8, 11, 14, 19], ""8"": [4, 19], ""9"": [1, 5, 12], ""10"": [0], ""11"": [1, 2, 3, 7, 8, 9, 17, 18], ""12"": [6, 8, 10, 11, 17], ""13"": [0, 3, 5, 7, 9], ""14"": [1, 6], ""15"": [3, 9, 19], ""16"": [9, 10, 18], ""17"": [12, 16], ""18"": [1, 4, 7], ""19"": [2, 6, 12]}","0: [5, 6, 12, 15]
1: [0, 2, 4, 15]
2: [10]
3: [2, 4, 5, 12, 13]
4: [2, 6, 10]
5: [1, 12, 13]
6: [4, 5, 18]
7: [0, 3, 4, 8, 11, 14, 19]
8: [4, 19]
9: [1, 5, 12]
10: [0]
11: [1, 2, 3, 7, 8, 9, 17, 18]
12: [6, 8, 10, 11, 17]
13: [0, 3, 5, 7, 9]
14: [1, 6]
15: [3, 9, 19]
16: [9, 10, 18]
17: [12, 16]
18: [1, 4, 7]
19: [2, 6, 12]"
train_n15_p025_00113,train,15,0.25,53,3,0,"[3, 6, 8, 0]",4,"{""0"": [4, 6, 7], ""1"": [3, 4, 5, 6], ""2"": [6, 11], ""3"": [1, 6, 14], ""4"": [2, 10, 13, 14], ""5"": [3, 4, 14], ""6"": [3, 7, 8, 13, 14], ""7"": [4, 9, 10, 12], ""8"": [0, 2, 3, 7, 10, 13, 14], ""9"": [0, 1, 13], ""10"": [0, 2, 3, 6, 8, 9], ""11"": [0, 10], ""12"": [5, 11], ""13"": [1, 6], ""14"": [1, 2, 9]}","0: [4, 6, 7]
1: [3, 4, 5, 6]
2: [6, 11]
3: [1, 6, 14]
4: [2, 10, 13, 14]
5: [3, 4, 14]
6: [3, 7, 8, 13, 14]
7: [4, 9, 10, 12]
8: [0, 2, 3, 7, 10, 13, 14]
9: [0, 1, 13]
10: [0, 2, 3, 6, 8, 9]
11: [0, 10]
12: [5, 11]
13: [1, 6]
14: [1, 2, 9]"
train_n5_p035_00665,train,5,0.35,7,0,1,"[0, 2, 1]",3,"{""0"": [2], ""1"": [0, 3, 4], ""2"": [1], ""3"": [1], ""4"": [1]}","0: [2]
1: [0, 3, 4]
2: [1]
3: [1]
4: [1]"
train_n10_p03_00132,train,10,0.3,27,5,8,"[5, 8]",2,"{""0"": [4, 6, 7, 9], ""1"": [2, 4, 5, 6], ""2"": [4, 5, 6], ""3"": [4, 8], ""4"": [9], ""5"": [6, 8], ""6"": [8], ""7"": [2, 4, 6], ""8"": [4, 5, 6, 7, 9], ""9"": [2, 5]}","0: [4, 6, 7, 9]
1: [2, 4, 5, 6]
2: [4, 5, 6]
3: [4, 8]
4: [9]
5: [6, 8]
6: [8]
7: [2, 4, 6]
8: [4, 5, 6, 7, 9]
9: [2, 5]"
train_n15_p025_00374,train,15,0.25,58,2,8,"[2, 1, 8]",3,"{""0"": [1, 11, 14], ""1"": [5, 6, 7, 8], ""2"": [0, 1, 4, 5], ""3"": [0, 1, 4, 11], ""4"": [1, 3, 6, 7, 9, 10, 14], ""5"": [3, 4, 9, 12], ""6"": [1, 12, 13, 14], ""7"": [1, 2, 9], ""8"": [3, 9, 13], ""9"": [0, 1, 2, 6, 11, 12, 14], ""10"": [0, 1, 9, 13], ""11"": [], ""12"": [5, 14], ""13"": [0, 3, 4, 5, 8, 14], ""14"": [1, 5, 6]}","0: [1, 11, 14]
1: [5, 6, 7, 8]
2: [0, 1, 4, 5]
3: [0, 1, 4, 11]
4: [1, 3, 6, 7, 9, 10, 14]
5: [3, 4, 9, 12]
6: [1, 12, 13, 14]
7: [1, 2, 9]
8: [3, 9, 13]
9: [0, 1, 2, 6, 11, 12, 14]
10: [0, 1, 9, 13]
11: []
12: [5, 14]
13: [0, 3, 4, 5, 8, 14]
14: [1, 5, 6]"
train_n5_p035_00110,train,5,0.35,5,0,2,"[0, 2]",2,"{""0"": [2], ""1"": [], ""2"": [0, 1], ""3"": [0, 2], ""4"": []}","0: [2]
1: []
2: [0, 1]
3: [0, 2]
4: []"
train_n5_p035_00563,train,5,0.35,8,4,2,"[4, 1, 2]",3,"{""0"": [3, 4], ""1"": [2], ""2"": [0, 1], ""3"": [4], ""4"": [1, 3]}","0: [3, 4]
1: [2]
2: [0, 1]
3: [4]
4: [1, 3]"
train_n20_p02_00534,train,20,0.2,67,10,3,"[10, 3]",2,"{""0"": [2, 4, 5, 8, 15, 18], ""1"": [0, 5, 8, 11, 19], ""2"": [10, 11, 16], ""3"": [0, 1], ""4"": [9, 10], ""5"": [6, 15, 16], ""6"": [5, 9, 11, 13, 16, 17], ""7"": [2, 4, 11], ""8"": [13, 16, 19], ""9"": [10, 19], ""10"": [3, 13, 14], ""11"": [4, 8], ""12"": [4, 8, 13], ""13"": [3, 16, 18], ""14"": [2, 3, 11], ""15"": [7, 10, 11, 12], ""16"": [3, 7, 9, 10, 15], ""17"": [4, 7, 8, 12, 15], ""18"": [3, 7, 16], ""19"": [13]}","0: [2, 4, 5, 8, 15, 18]
1: [0, 5, 8, 11, 19]
2: [10, 11, 16]
3: [0, 1]
4: [9, 10]
5: [6, 15, 16]
6: [5, 9, 11, 13, 16, 17]
7: [2, 4, 11]
8: [13, 16, 19]
9: [10, 19]
10: [3, 13, 14]
11: [4, 8]
12: [4, 8, 13]
13: [3, 16, 18]
14: [2, 3, 11]
15: [7, 10, 11, 12]
16: [3, 7, 9, 10, 15]
17: [4, 7, 8, 12, 15]
18: [3, 7, 16]
19: [13]"
train_n20_p02_00249,train,20,0.2,76,11,3,"[11, 18, 3]",3,"{""0"": [2, 8, 13], ""1"": [3, 15, 19], ""2"": [], ""3"": [5, 10, 15, 17], ""4"": [11, 12, 14, 15, 16], ""5"": [12, 15, 18], ""6"": [12], ""7"": [8, 11, 12, 13, 16], ""8"": [6, 9, 10, 11, 15, 17, 18], ""9"": [1, 6, 7, 13, 17], ""10"": [6, 7, 11, 15, 18], ""11"": [0, 5, 18, 19], ""12"": [2, 4, 7, 11, 15, 16], ""13"": [5, 8, 11, 16], ""14"": [], ""15"": [1, 3, 14], ""16"": [6, 8, 14, 15], ""17"": [3, 7, 10, 16], ""18"": [0, 3, 9, 11, 15], ""19"": [2, 12, 13, 16, 18]}","0: [2, 8, 13]
1: [3, 15, 19]
2: []
3: [5, 10, 15, 17]
4: [11, 12, 14, 15, 16]
5: [12, 15, 18]
6: [12]
7: [8, 11, 12, 13, 16]
8: [6, 9, 10, 11, 15, 17, 18]
9: [1, 6, 7, 13, 17]
10: [6, 7, 11, 15, 18]
11: [0, 5, 18, 19]
12: [2, 4, 7, 11, 15, 16]
13: [5, 8, 11, 16]
14: []
15: [1, 3, 14]
16: [6, 8, 14, 15]
17: [3, 7, 10, 16]
18: [0, 3, 9, 11, 15]
19: [2, 12, 13, 16, 18]"
train_n15_p025_00469,train,15,0.25,57,6,1,"[6, 12, 1]",3,"{""0"": [2, 10, 13], ""1"": [2, 6, 11], ""2"": [3, 7], ""3"": [1, 8, 9, 11, 13], ""4"": [5, 14], ""5"": [0, 2, 4, 6, 11, 13, 14], ""6"": [4, 12, 13], ""7"": [1, 3, 4, 8, 10, 11, 12, 13], ""8"": [2, 7, 14], ""9"": [0, 3, 13], ""10"": [0, 13], ""11"": [2, 14], ""12"": [1, 4, 8, 9, 10], ""13"": [0, 4, 6, 8, 10, 12], ""14"": [0, 2, 10]}","0: [2, 10, 13]
1: [2, 6, 11]
2: [3, 7]
3: [1, 8, 9, 11, 13]
4: [5, 14]
5: [0, 2, 4, 6, 11, 13, 14]
6: [4, 12, 13]
7: [1, 3, 4, 8, 10, 11, 12, 13]
8: [2, 7, 14]
9: [0, 3, 13]
10: [0, 13]
11: [2, 14]
12: [1, 4, 8, 9, 10]
13: [0, 4, 6, 8, 10, 12]
14: [0, 2, 10]"
train_n15_p025_00089,train,15,0.25,33,3,4,"[3, 5, 4]",3,"{""0"": [3, 6, 7], ""1"": [3, 11, 13], ""2"": [10], ""3"": [5, 10, 12], ""4"": [10, 12], ""5"": [0, 4, 9, 10], ""6"": [14], ""7"": [11, 12, 14], ""8"": [1, 3, 4, 10, 13], ""9"": [4], ""10"": [1, 6, 13], ""11"": [5], ""12"": [5], ""13"": [], ""14"": [8, 9]}","0: [3, 6, 7]
1: [3, 11, 13]
2: [10]
3: [5, 10, 12]
4: [10, 12]
5: [0, 4, 9, 10]
6: [14]
7: [11, 12, 14]
8: [1, 3, 4, 10, 13]
9: [4]
10: [1, 6, 13]
11: [5]
12: [5]
13: []
14: [8, 9]"
train_n20_p02_00243,train,20,0.2,84,0,18,"[0, 18]",2,"{""0"": [16, 17, 18], ""1"": [4, 10, 14], ""2"": [1, 5, 10, 13, 16, 17, 19], ""3"": [1, 5, 15], ""4"": [0, 1, 9, 10, 13, 14, 16, 17], ""5"": [0, 3, 7, 9, 12, 13, 18], ""6"": [7, 13, 19], ""7"": [2, 3, 4, 14], ""8"": [0, 3, 4, 7, 10, 16, 18, 19], ""9"": [4, 10, 12, 19], ""10"": [0, 5, 16], ""11"": [3, 6, 13, 14, 15], ""12"": [5, 6, 13, 18], ""13"": [0, 4, 9], ""14"": [0, 2, 18], ""15"": [1, 3, 9, 10], ""16"": [5], ""17"": [1, 2, 4, 12], ""18"": [6, 16], ""19"": [3, 7, 11, 13, 18]}","0: [16, 17, 18]
1: [4, 10, 14]
2: [1, 5, 10, 13, 16, 17, 19]
3: [1, 5, 15]
4: [0, 1, 9, 10, 13, 14, 16, 17]
5: [0, 3, 7, 9, 12, 13, 18]
6: [7, 13, 19]
7: [2, 3, 4, 14]
8: [0, 3, 4, 7, 10, 16, 18, 19]
9: [4, 10, 12, 19]
10: [0, 5, 16]
11: [3, 6, 13, 14, 15]
12: [5, 6, 13, 18]
13: [0, 4, 9]
14: [0, 2, 18]
15: [1, 3, 9, 10]
16: [5]
17: [1, 2, 4, 12]
18: [6, 16]
19: [3, 7, 11, 13, 18]"
train_n5_p035_00058,train,5,0.35,6,3,2,"[3, 2]",2,"{""0"": [1, 2, 3], ""1"": [3, 4], ""2"": [], ""3"": [2], ""4"": []}","0: [1, 2, 3]
1: [3, 4]
2: []
3: [2]
4: []"
train_n20_p02_00286,train,20,0.2,63,17,0,"[17, 10, 14, 5, 0]",5,"{""0"": [2], ""1"": [0, 3, 5, 9, 10], ""2"": [3, 5, 7, 8, 15, 18], ""3"": [4, 11, 18], ""4"": [1, 6, 18], ""5"": [0, 19], ""6"": [14], ""7"": [4, 8, 10, 15, 16, 19], ""8"": [2, 13, 19], ""9"": [2, 6, 19], ""10"": [14], ""11"": [1, 6, 8, 17], ""12"": [0, 8, 9, 10, 14, 18, 19], ""13"": [0, 6, 8, 10, 17], ""14"": [5, 15], ""15"": [0, 16], ""16"": [2, 5, 7, 11], ""17"": [10], ""18"": [2, 19], ""19"": [9, 13]}","0: [2]
1: [0, 3, 5, 9, 10]
2: [3, 5, 7, 8, 15, 18]
3: [4, 11, 18]
4: [1, 6, 18]
5: [0, 19]
6: [14]
7: [4, 8, 10, 15, 16, 19]
8: [2, 13, 19]
9: [2, 6, 19]
10: [14]
11: [1, 6, 8, 17]
12: [0, 8, 9, 10, 14, 18, 19]
13: [0, 6, 8, 10, 17]
14: [5, 15]
15: [0, 16]
16: [2, 5, 7, 11]
17: [10]
18: [2, 19]
19: [9, 13]"
train_n10_p03_00229,train,10,0.3,20,4,0,"[4, 0]",2,"{""0"": [1, 3, 7], ""1"": [2, 8, 9], ""2"": [3, 6], ""3"": [2], ""4"": [0, 5], ""5"": [0, 7], ""6"": [0, 5, 8, 9], ""7"": [1], ""8"": [6], ""9"": [5]}","0: [1, 3, 7]
1: [2, 8, 9]
2: [3, 6]
3: [2]
4: [0, 5]
5: [0, 7]
6: [0, 5, 8, 9]
7: [1]
8: [6]
9: [5]"
train_n20_p02_00228,train,20,0.2,73,17,2,"[17, 2]",2,"{""0"": [2, 5], ""1"": [0, 8, 14, 18], ""2"": [4, 6, 13, 16], ""3"": [12, 13, 16], ""4"": [1, 7, 11], ""5"": [4, 8, 12], ""6"": [2, 5, 9, 11, 19], ""7"": [0, 3, 4, 5, 11, 12, 13, 14, 19], ""8"": [4, 9, 18], ""9"": [6, 12], ""10"": [0, 15, 18], ""11"": [1, 2, 8, 14], ""12"": [1, 2, 6, 14, 16], ""13"": [2, 3, 7, 10, 11], ""14"": [4, 10, 19], ""15"": [7, 10, 11], ""16"": [1, 2, 5, 6, 13], ""17"": [2, 8, 16], ""18"": [7, 11, 15], ""19"": [3]}","0: [2, 5]
1: [0, 8, 14, 18]
2: [4, 6, 13, 16]
3: [12, 13, 16]
4: [1, 7, 11]
5: [4, 8, 12]
6: [2, 5, 9, 11, 19]
7: [0, 3, 4, 5, 11, 12, 13, 14, 19]
8: [4, 9, 18]
9: [6, 12]
10: [0, 15, 18]
11: [1, 2, 8, 14]
12: [1, 2, 6, 14, 16]
13: [2, 3, 7, 10, 11]
14: [4, 10, 19]
15: [7, 10, 11]
16: [1, 2, 5, 6, 13]
17: [2, 8, 16]
18: [7, 11, 15]
19: [3]"
train_n10_p03_00601,train,10,0.3,23,0,5,"[0, 7, 8, 5]",4,"{""0"": [3, 7], ""1"": [3], ""2"": [3, 9], ""3"": [9], ""4"": [0, 5, 9], ""5"": [2, 3, 9], ""6"": [2], ""7"": [2, 6, 8, 9], ""8"": [1, 2, 3, 5], ""9"": [1, 6]}","0: [3, 7]
1: [3]
2: [3, 9]
3: [9]
4: [0, 5, 9]
5: [2, 3, 9]
6: [2]
7: [2, 6, 8, 9]
8: [1, 2, 3, 5]
9: [1, 6]"
train_n10_p03_00179,train,10,0.3,29,8,0,"[8, 0]",2,"{""0"": [1, 3, 9], ""1"": [0, 3], ""2"": [4, 5, 9], ""3"": [1], ""4"": [5, 9], ""5"": [4, 6, 9], ""6"": [2, 4, 7], ""7"": [1, 3, 5], ""8"": [0, 1, 3, 4, 7], ""9"": [1, 3, 5, 7]}","0: [1, 3, 9]
1: [0, 3]
2: [4, 5, 9]
3: [1]
4: [5, 9]
5: [4, 6, 9]
6: [2, 4, 7]
7: [1, 3, 5]
8: [0, 1, 3, 4, 7]
9: [1, 3, 5, 7]"
train_n15_p025_00340,train,15,0.25,56,12,3,"[12, 3]",2,"{""0"": [1, 3, 4, 5, 6, 9, 11, 14], ""1"": [7, 13], ""2"": [5], ""3"": [5, 7, 10, 11, 12, 13, 14], ""4"": [1, 5, 6, 7, 12], ""5"": [6, 8, 9], ""6"": [9], ""7"": [0, 6], ""8"": [1, 3, 5, 6, 7, 10, 13], ""9"": [4, 13], ""10"": [1, 3, 5, 8, 9, 13], ""11"": [3, 5, 10, 14], ""12"": [2, 3], ""13"": [4, 5, 7, 8], ""14"": [3, 9]}","0: [1, 3, 4, 5, 6, 9, 11, 14]
1: [7, 13]
2: [5]
3: [5, 7, 10, 11, 12, 13, 14]
4: [1, 5, 6, 7, 12]
5: [6, 8, 9]
6: [9]
7: [0, 6]
8: [1, 3, 5, 6, 7, 10, 13]
9: [4, 13]
10: [1, 3, 5, 8, 9, 13]
11: [3, 5, 10, 14]
12: [2, 3]
13: [4, 5, 7, 8]
14: [3, 9]"
train_n15_p025_00275,train,15,0.25,53,10,13,"[10, 3, 13]",3,"{""0"": [13], ""1"": [3, 10, 11], ""2"": [0, 1, 3, 13], ""3"": [1, 4, 11, 13], ""4"": [1, 3, 11, 13], ""5"": [0, 4, 6, 7, 9, 14], ""6"": [2, 7, 14], ""7"": [5, 10, 13], ""8"": [1, 3, 4, 9], ""9"": [10, 11, 14], ""10"": [3, 9], ""11"": [0, 1, 3, 8, 9, 12, 14], ""12"": [2, 5, 9, 13], ""13"": [3, 9], ""14"": [0, 2, 6]}","0: [13]
1: [3, 10, 11]
2: [0, 1, 3, 13]
3: [1, 4, 11, 13]
4: [1, 3, 11, 13]
5: [0, 4, 6, 7, 9, 14]
6: [2, 7, 14]
7: [5, 10, 13]
8: [1, 3, 4, 9]
9: [10, 11, 14]
10: [3, 9]
11: [0, 1, 3, 8, 9, 12, 14]
12: [2, 5, 9, 13]
13: [3, 9]
14: [0, 2, 6]"
train_n15_p025_00563,train,15,0.25,63,3,12,"[3, 12]",2,"{""0"": [2, 6, 7, 9, 13], ""1"": [6, 9, 12, 14], ""2"": [0, 3, 6, 13], ""3"": [4, 10, 12, 13], ""4"": [6, 11, 13], ""5"": [2, 4, 6, 9, 10, 12, 13], ""6"": [3, 5, 10, 12], ""7"": [2, 5, 9, 14], ""8"": [3, 4, 7, 10, 12], ""9"": [4, 5, 6, 10], ""10"": [4, 8, 13], ""11"": [], ""12"": [4, 6, 7, 8, 9, 11, 13], ""13"": [0, 3, 6, 7, 8], ""14"": [2, 5, 9, 12]}","0: [2, 6, 7, 9, 13]
1: [6, 9, 12, 14]
2: [0, 3, 6, 13]
3: [4, 10, 12, 13]
4: [6, 11, 13]
5: [2, 4, 6, 9, 10, 12, 13]
6: [3, 5, 10, 12]
7: [2, 5, 9, 14]
8: [3, 4, 7, 10, 12]
9: [4, 5, 6, 10]
10: [4, 8, 13]
11: []
12: [4, 6, 7, 8, 9, 11, 13]
13: [0, 3, 6, 7, 8]
14: [2, 5, 9, 12]"
train_n5_p035_00528,train,5,0.35,7,3,2,"[3, 0, 1, 2]",4,"{""0"": [1], ""1"": [2, 3, 4], ""2"": [1], ""3"": [0, 4], ""4"": []}","0: [1]
1: [2, 3, 4]
2: [1]
3: [0, 4]
4: []"
train_n15_p025_00343,train,15,0.25,57,4,1,"[4, 9, 1]",3,"{""0"": [1, 3, 12, 14], ""1"": [0, 2, 9, 10, 12], ""2"": [3, 5, 9, 10], ""3"": [6, 8, 12], ""4"": [6, 8, 9], ""5"": [2, 7, 11, 12], ""6"": [8, 10, 11, 13], ""7"": [1, 8, 9, 10], ""8"": [10], ""9"": [0, 1, 8, 11, 12], ""10"": [0, 4, 6], ""11"": [0, 1, 8, 9], ""12"": [4, 9], ""13"": [1, 2, 8, 11, 12], ""14"": [0, 1, 4, 5, 10, 11]}","0: [1, 3, 12, 14]
1: [0, 2, 9, 10, 12]
2: [3, 5, 9, 10]
3: [6, 8, 12]
4: [6, 8, 9]
5: [2, 7, 11, 12]
6: [8, 10, 11, 13]
7: [1, 8, 9, 10]
8: [10]
9: [0, 1, 8, 11, 12]
10: [0, 4, 6]
11: [0, 1, 8, 9]
12: [4, 9]
13: [1, 2, 8, 11, 12]
14: [0, 1, 4, 5, 10, 11]"
train_n20_p02_00224,train,20,0.2,67,7,1,"[7, 13, 1]",3,"{""0"": [15], ""1"": [8, 11], ""2"": [3, 9, 14, 16, 18], ""3"": [7, 10], ""4"": [6, 9, 12, 15, 17], ""5"": [2, 3, 10, 19], ""6"": [5, 14, 18], ""7"": [5, 10, 13, 17], ""8"": [14, 15, 18], ""9"": [0, 18], ""10"": [4, 5, 7], ""11"": [0, 2, 9, 10, 14], ""12"": [8, 16], ""13"": [0, 1, 2, 11, 15, 16, 19], ""14"": [7, 9, 10, 17], ""15"": [12], ""16"": [1, 4, 5], ""17"": [1, 2, 8], ""18"": [1, 8, 10, 15], ""19"": [1, 5, 6, 8]}","0: [15]
1: [8, 11]
2: [3, 9, 14, 16, 18]
3: [7, 10]
4: [6, 9, 12, 15, 17]
5: [2, 3, 10, 19]
6: [5, 14, 18]
7: [5, 10, 13, 17]
8: [14, 15, 18]
9: [0, 18]
10: [4, 5, 7]
11: [0, 2, 9, 10, 14]
12: [8, 16]
13: [0, 1, 2, 11, 15, 16, 19]
14: [7, 9, 10, 17]
15: [12]
16: [1, 4, 5]
17: [1, 2, 8]
18: [1, 8, 10, 15]
19: [1, 5, 6, 8]"
